User,Copilot user,Date,Repository,Insertions,Deletions,Total lines,Files changed,Unit size (DMM),Complexity (DMM),Interface (DMM),Commits,Commit hash,Copilot period,Merge commit,Default branch,Org,Diff lines
User 04,True,2024-06-28,Repo 636,1,1,2,1,,,,1,Commit 28576,after,False,True,nais,0
User 27,True,2024-07-02,Repo 636,1,1,2,1,,,,1,Commit 28577,after,False,True,nais,0
User 27,True,2024-07-02,Repo 636,35,23,58,2,0.0,0.0,1.0,1,Commit 28578,after,False,True,nais,12
User 27,True,2024-07-02,Repo 636,0,2,2,1,,,,1,Commit 28579,after,False,True,nais,-2
User 17,True,2024-07-03,Repo 636,1,1,2,1,,,,1,Commit 28580,after,False,True,nais,0
User 04,True,2024-08-16,Repo 636,90,26,116,8,,,,1,Commit 28581,after,False,True,nais,64
User 04,True,2024-08-20,Repo 636,5,1,6,1,,,,1,Commit 28582,after,False,True,nais,4
User 17,True,2024-08-27,Repo 636,1,1,2,1,,,,1,Commit 28583,after,False,True,nais,0
User 27,True,2024-08-27,Repo 636,46,23,69,1,,,,1,Commit 28584,after,False,True,nais,23
User 27,True,2024-08-27,Repo 636,2017,1806,3823,4,,,,1,Commit 28585,after,False,True,nais,211
User 27,True,2024-08-28,Repo 636,34,16,50,2,,,,1,Commit 28586,after,False,True,nais,18
User 27,True,2024-08-28,Repo 636,201,141,342,24,,,,1,Commit 28587,after,False,True,nais,60
User 27,True,2023-04-26,Repo 637,0,0,0,0,,,,1,Commit 28588,before,False,True,nais,0
User 27,True,2023-05-04,Repo 637,466,109,575,3,1.0,1.0,0.0,1,Commit 28589,before,False,True,nais,357
User 17,True,2023-09-18,Repo 637,3,0,3,1,,,,1,Commit 28590,after,False,True,nais,3
User 27,True,2024-02-07,Repo 637,1,1,2,1,,,,1,Commit 28591,after,False,True,nais,0
User 27,True,2024-02-14,Repo 637,16,6,22,2,,,,1,Commit 28592,after,False,True,nais,10
User 27,True,2023-05-04,Repo 638,42528,0,42528,1804,0.72,0.5466666666666666,1.0,1,Commit 28593,before,False,True,nais,42528
User 27,True,2023-05-04,Repo 638,43,0,43,3,,,,1,Commit 28594,before,False,True,nais,43
User 27,True,2023-05-08,Repo 638,58,413,471,9,,,,1,Commit 28595,before,False,True,nais,-355
User 27,True,2023-05-10,Repo 638,5,1,6,1,,,,1,Commit 28596,before,False,True,nais,4
User 27,True,2023-05-10,Repo 638,1120,969,2089,16,,,,1,Commit 28597,before,False,True,nais,151
User 27,True,2023-05-10,Repo 638,36,8,44,3,,,,1,Commit 28598,before,False,True,nais,28
User 27,True,2023-05-12,Repo 638,132,42,174,7,,,,1,Commit 28599,before,False,True,nais,90
User 27,True,2023-05-23,Repo 638,15,8,23,3,,,,1,Commit 28600,before,False,True,nais,7
User 27,True,2023-06-01,Repo 638,855,790,1645,11,,,,1,Commit 28601,before,False,True,nais,65
User 27,True,2023-06-01,Repo 638,2698,1325,4023,115,1.0,1.0,1.0,1,Commit 28602,before,False,True,nais,1373
User 27,True,2023-06-01,Repo 638,3132,1647,4779,6,,,,1,Commit 28603,before,False,True,nais,1485
User 27,True,2023-06-01,Repo 638,18,12,30,10,,,,1,Commit 28604,before,False,True,nais,6
User 27,True,2023-06-01,Repo 638,1205,404,1609,64,1.0,1.0,1.0,1,Commit 28605,before,False,True,nais,801
User 27,True,2023-06-02,Repo 638,1,1,2,1,,,,1,Commit 28606,before,False,True,nais,0
User 27,True,2023-06-05,Repo 638,47,841,888,844,,,,1,Commit 28607,before,False,True,nais,-794
User 27,True,2023-06-05,Repo 638,40,8,48,4,,,,1,Commit 28608,before,False,True,nais,32
User 27,True,2023-06-06,Repo 638,10,6,16,2,,,,1,Commit 28609,before,False,True,nais,4
User 27,True,2023-06-06,Repo 638,49,4,53,6,,,,1,Commit 28610,before,False,True,nais,45
User 27,True,2023-06-06,Repo 638,3,1,4,2,,,,1,Commit 28611,before,False,True,nais,2
User 27,True,2023-06-06,Repo 638,29,7,36,7,,,,1,Commit 28612,before,False,True,nais,22
User 27,True,2023-06-07,Repo 638,5,3,8,3,,,,1,Commit 28613,before,False,True,nais,2
User 27,True,2023-06-15,Repo 638,2569,2092,4661,10,,,,1,Commit 28614,before,False,True,nais,477
User 27,True,2023-06-15,Repo 638,170,0,170,5,,,,1,Commit 28615,before,False,True,nais,170
User 27,True,2023-06-15,Repo 638,1,1,2,1,,,,1,Commit 28616,before,False,True,nais,0
User 27,True,2023-06-20,Repo 638,28,23,51,8,,,,1,Commit 28617,before,False,True,nais,5
User 27,True,2023-06-20,Repo 638,3,3,6,3,,,,1,Commit 28618,before,False,True,nais,0
User 27,True,2023-06-26,Repo 638,11,0,11,1,,,,1,Commit 28619,before,False,True,nais,11
User 27,True,2023-06-27,Repo 638,2,2,4,1,,,,1,Commit 28620,before,False,True,nais,0
User 27,True,2023-06-27,Repo 638,1169,1244,2413,7,,,,1,Commit 28621,before,False,True,nais,-75
User 27,True,2023-08-01,Repo 638,3857,4015,7872,47,,,,1,Commit 28622,before,False,True,nais,-158
User 27,True,2023-08-01,Repo 638,1,1,2,1,,,,1,Commit 28623,before,False,True,nais,0
User 27,True,2023-08-15,Repo 638,2582,1494,4076,2,,,,1,Commit 28624,before,False,True,nais,1088
User 27,True,2023-09-04,Repo 638,4725,1433,6158,13,0.4793814432989691,0.7422680412371134,0.5051546391752577,1,Commit 28625,after,False,True,nais,3292
User 27,True,2023-09-04,Repo 638,1018,922,1940,854,,,,1,Commit 28626,after,False,True,nais,96
User 27,True,2023-09-05,Repo 638,1036,890,1926,860,0.746031746031746,1.0,0.7936507936507936,1,Commit 28627,after,False,True,nais,146
User 27,True,2023-09-05,Repo 638,109,8,117,5,1.0,1.0,1.0,1,Commit 28628,after,False,True,nais,101
User 27,True,2023-09-05,Repo 638,120,18,138,5,0.2291666666666666,0.2291666666666666,0.125,1,Commit 28629,after,False,True,nais,102
User 27,True,2023-09-05,Repo 638,7,6,13,5,,,,1,Commit 28630,after,False,True,nais,1
User 27,True,2023-09-05,Repo 638,48,1,49,2,,,,1,Commit 28631,after,False,True,nais,47
User 27,True,2023-09-05,Repo 638,469,439,908,11,0.1538461538461538,0.0,1.0,1,Commit 28632,after,False,True,nais,30
User 27,True,2023-09-08,Repo 638,149,43,192,10,0.4074074074074074,0.7222222222222222,0.6296296296296297,1,Commit 28633,after,False,True,nais,106
User 27,True,2023-09-08,Repo 638,100,3,103,3,1.0,1.0,1.0,1,Commit 28634,after,False,True,nais,97
User 27,True,2023-09-08,Repo 638,15,1,16,1,,,,1,Commit 28635,after,False,True,nais,14
User 27,True,2023-09-08,Repo 638,52,1,53,3,1.0,1.0,0.3703703703703703,1,Commit 28636,after,False,True,nais,51
User 27,True,2023-09-08,Repo 638,32,12,44,7,1.0,0.6666666666666666,1.0,1,Commit 28637,after,False,True,nais,20
User 27,True,2023-09-08,Repo 638,9,0,9,1,,,,1,Commit 28638,after,False,True,nais,9
User 27,True,2023-09-08,Repo 638,71,84,155,9,1.0,1.0,1.0,1,Commit 28639,after,False,True,nais,-13
User 27,True,2023-09-08,Repo 638,55,7,62,4,1.0,1.0,0.2857142857142857,1,Commit 28640,after,False,True,nais,48
User 27,True,2023-09-08,Repo 638,160,35,195,5,1.0,1.0,1.0,1,Commit 28641,after,False,True,nais,125
User 27,True,2023-09-11,Repo 638,894,191,1085,45,0.8843283582089553,0.9626865671641792,0.8470149253731343,1,Commit 28642,after,False,True,nais,703
User 27,True,2023-09-12,Repo 638,2116,1521,3637,63,0.9307359307359307,1.0,1.0,1,Commit 28643,after,False,True,nais,595
User 27,True,2023-09-12,Repo 638,4,0,4,1,,,,1,Commit 28644,after,False,True,nais,4
User 27,True,2023-09-14,Repo 638,1,1,2,1,,,,1,Commit 28645,after,False,True,nais,0
User 27,True,2023-09-19,Repo 638,1126,1149,2275,2,,,,1,Commit 28646,after,False,True,nais,-23
User 27,True,2023-09-22,Repo 638,36510,14724,51234,1748,0.12,1.0,1.0,1,Commit 28647,after,False,True,nais,21786
User 27,True,2023-09-22,Repo 638,6,2,8,1,,,,1,Commit 28648,after,False,True,nais,4
User 27,True,2023-09-22,Repo 638,3,3,6,2,,,,1,Commit 28649,after,False,True,nais,0
User 27,True,2023-09-22,Repo 638,3,0,3,1,0.0,0.0,0.0,1,Commit 28650,after,False,True,nais,3
User 27,True,2023-09-22,Repo 638,2,2,4,1,,,,1,Commit 28651,after,False,True,nais,0
User 27,True,2023-09-25,Repo 638,13967,30323,44290,1184,0.6085011185682326,0.9798657718120806,0.854586129753915,1,Commit 28652,after,False,True,nais,-16356
User 27,True,2023-09-25,Repo 638,2,0,2,1,,,,1,Commit 28653,after,False,True,nais,2
User 27,True,2023-09-25,Repo 638,7,3,10,1,,,,1,Commit 28654,after,False,True,nais,4
User 27,True,2023-09-25,Repo 638,1,1,2,1,,,,1,Commit 28655,after,False,True,nais,0
User 27,True,2023-09-25,Repo 638,1,1,2,1,,,,1,Commit 28656,after,False,True,nais,0
User 27,True,2023-09-25,Repo 638,28,30,58,5,,,,1,Commit 28657,after,False,True,nais,-2
User 27,True,2023-09-25,Repo 638,0,2,2,2,,,,1,Commit 28658,after,False,True,nais,-2
User 27,True,2023-09-25,Repo 638,16,50,66,5,,,,1,Commit 28659,after,False,True,nais,-34
User 27,True,2023-09-25,Repo 638,9,0,9,1,,,,1,Commit 28660,after,False,True,nais,9
User 27,True,2023-09-25,Repo 638,16,16,32,4,,,,1,Commit 28661,after,False,True,nais,0
User 27,True,2023-09-25,Repo 638,6,2,8,2,,,,1,Commit 28662,after,False,True,nais,4
User 27,True,2023-09-25,Repo 638,8,22,30,4,,,,1,Commit 28663,after,False,True,nais,-14
User 27,True,2023-09-25,Repo 638,3,1,4,1,,,,1,Commit 28664,after,False,True,nais,2
User 27,True,2023-09-25,Repo 638,1,3,4,1,,,,1,Commit 28665,after,False,True,nais,-2
User 27,True,2023-09-25,Repo 638,4,1,5,1,,,,1,Commit 28666,after,False,True,nais,3
User 27,True,2023-09-25,Repo 638,2,2,4,2,,,,1,Commit 28667,after,False,True,nais,0
User 27,True,2023-09-25,Repo 638,5,2,7,2,,,,1,Commit 28668,after,False,True,nais,3
User 27,True,2023-09-25,Repo 638,4,26,30,2,,,,1,Commit 28669,after,False,True,nais,-22
User 27,True,2023-09-26,Repo 638,5,2,7,3,,,,1,Commit 28670,after,False,True,nais,3
User 27,True,2023-09-26,Repo 638,24,2,26,2,,,,1,Commit 28671,after,False,True,nais,22
User 27,True,2023-09-26,Repo 638,1,1,2,1,,,,1,Commit 28672,after,False,True,nais,0
User 27,True,2023-09-27,Repo 638,2,2,4,3,,,,1,Commit 28673,after,False,True,nais,0
User 27,True,2023-09-27,Repo 638,4,1,5,2,,,,1,Commit 28674,after,False,True,nais,3
User 27,True,2023-10-03,Repo 638,1,1,2,1,,,,1,Commit 28675,after,False,True,nais,0
User 27,True,2023-10-03,Repo 638,342,356,698,5,,,,1,Commit 28676,after,False,True,nais,-14
User 27,True,2023-10-03,Repo 638,1,1,2,1,,,,1,Commit 28677,after,False,True,nais,0
User 27,True,2023-10-03,Repo 638,1,1,2,1,,,,1,Commit 28678,after,False,True,nais,0
User 27,True,2023-10-24,Repo 638,9,1,10,1,,,,1,Commit 28679,after,False,True,nais,8
User 27,True,2023-10-25,Repo 638,1104,929,2033,9,,,,1,Commit 28680,after,False,True,nais,175
User 27,True,2023-10-25,Repo 638,5,5,10,3,,,,1,Commit 28681,after,False,True,nais,0
User 27,True,2023-10-25,Repo 638,1,0,1,1,,,,1,Commit 28682,after,False,True,nais,1
User 27,True,2023-10-27,Repo 638,44,25,69,3,,,,1,Commit 28683,after,False,True,nais,19
User 27,True,2023-10-27,Repo 638,2,6,8,2,,,,1,Commit 28684,after,False,True,nais,-4
User 27,True,2023-11-08,Repo 638,641,583,1224,6,,,,1,Commit 28685,after,False,True,nais,58
User 27,True,2023-11-14,Repo 638,206,284,490,5,,,,1,Commit 28686,after,False,True,nais,-78
User 27,True,2023-11-14,Repo 638,2,1,3,1,,,,1,Commit 28687,after,False,True,nais,1
User 27,True,2023-11-14,Repo 638,311,2,313,10,0.4133333333333333,0.6533333333333333,0.8266666666666667,1,Commit 28688,after,False,True,nais,309
User 27,True,2023-11-14,Repo 638,187,9,196,7,0.3666666666666666,1.0,1.0,1,Commit 28689,after,False,True,nais,178
User 27,True,2023-11-16,Repo 638,13,13,26,5,,,,1,Commit 28690,after,False,True,nais,0
User 27,True,2023-11-16,Repo 638,170,0,170,7,1.0,1.0,1.0,1,Commit 28691,after,False,True,nais,170
User 27,True,2023-11-27,Repo 638,622,120,742,133,,,,1,Commit 28692,after,False,True,nais,502
User 27,True,2023-11-27,Repo 638,648,257,905,8,,,,1,Commit 28693,after,False,True,nais,391
User 27,True,2023-11-28,Repo 638,178,98,276,7,,,,1,Commit 28694,after,False,True,nais,80
User 27,True,2023-11-28,Repo 638,5,5,10,2,,,,1,Commit 28695,after,False,True,nais,0
User 27,True,2023-11-30,Repo 638,2,0,2,1,,,,1,Commit 28696,after,False,True,nais,2
User 27,True,2023-11-30,Repo 638,501,41,542,15,0.432258064516129,1.0,1.0,1,Commit 28697,after,False,True,nais,460
User 27,True,2023-11-30,Repo 638,504,683,1187,3,,,,1,Commit 28698,after,False,True,nais,-179
User 27,True,2023-11-30,Repo 638,5,0,5,1,,,,1,Commit 28699,after,False,True,nais,5
User 27,True,2023-12-01,Repo 638,878,1178,2056,11,1.0,1.0,1.0,1,Commit 28700,after,False,True,nais,-300
User 27,True,2023-12-04,Repo 638,714,550,1264,21,0.3793103448275862,0.0,0.0,1,Commit 28701,after,False,True,nais,164
User 27,True,2023-12-04,Repo 638,15,0,15,1,,,,1,Commit 28702,after,False,True,nais,15
User 27,True,2023-12-04,Repo 638,2,2,4,2,,,,1,Commit 28703,after,False,True,nais,0
User 27,True,2023-12-04,Repo 638,2,2,4,2,,,,1,Commit 28704,after,False,True,nais,0
User 27,True,2023-12-04,Repo 638,15,1,16,4,,,,1,Commit 28705,after,False,True,nais,14
User 27,True,2023-12-04,Repo 638,1,1,2,1,,,,1,Commit 28706,after,False,True,nais,0
User 27,True,2023-12-05,Repo 638,2,0,2,2,,,,1,Commit 28707,after,False,True,nais,2
User 27,True,2023-12-06,Repo 638,20,3,23,3,,,,1,Commit 28708,after,False,True,nais,17
User 27,True,2023-12-15,Repo 638,1028,784,1812,368,0.0,1.0,1.0,1,Commit 28709,after,False,True,nais,244
User 27,True,2023-12-15,Repo 638,2,2,4,2,,,,1,Commit 28710,after,False,True,nais,0
User 27,True,2023-12-18,Repo 638,413,365,778,3,,,,1,Commit 28711,after,False,True,nais,48
User 27,True,2023-12-18,Repo 638,67,37,104,4,1.0,1.0,1.0,1,Commit 28712,after,False,True,nais,30
User 27,True,2023-12-18,Repo 638,909,895,1804,888,1.0,1.0,1.0,1,Commit 28713,after,False,True,nais,14
User 27,True,2023-12-18,Repo 638,2,0,2,1,,,,1,Commit 28714,after,False,True,nais,2
User 27,True,2023-12-19,Repo 638,112,104,216,6,,,,1,Commit 28715,after,False,True,nais,8
User 27,True,2023-12-19,Repo 638,2,22,24,4,,,,1,Commit 28716,after,False,True,nais,-20
User 27,True,2023-12-21,Repo 638,1,0,1,1,,,,1,Commit 28717,after,False,True,nais,1
User 27,True,2023-12-21,Repo 638,1,1,2,1,,,,1,Commit 28718,after,False,True,nais,0
User 27,True,2023-12-22,Repo 638,2,2,4,1,,,,1,Commit 28719,after,False,True,nais,0
User 27,True,2023-12-22,Repo 638,1,1,2,1,,,,1,Commit 28720,after,False,True,nais,0
User 27,True,2024-01-02,Repo 638,493,647,1140,5,,,,1,Commit 28721,after,False,True,nais,-154
User 27,True,2024-01-16,Repo 638,589,426,1015,5,,,,1,Commit 28722,after,False,True,nais,163
User 27,True,2024-01-16,Repo 638,26,17,43,4,0.0,0.0,1.0,1,Commit 28723,after,False,True,nais,9
User 27,True,2024-01-16,Repo 638,2,2,4,2,,,,1,Commit 28724,after,False,True,nais,0
User 27,True,2024-01-25,Repo 638,3,0,3,1,,,,1,Commit 28725,after,False,True,nais,3
User 27,True,2024-01-25,Repo 638,779,540,1319,12,,,,1,Commit 28726,after,False,True,nais,239
User 27,True,2024-02-29,Repo 638,19,1,20,2,,,,1,Commit 28727,after,False,True,nais,18
User 27,True,2024-02-29,Repo 638,754,715,1469,10,0.0,1.0,1.0,1,Commit 28728,after,False,True,nais,39
User 27,True,2024-02-29,Repo 638,5,5,10,1,,,,1,Commit 28729,after,False,True,nais,0
User 27,True,2024-03-14,Repo 638,775,1566,2341,5,,,,1,Commit 28730,after,False,True,nais,-791
User 27,True,2024-03-14,Repo 638,3,3,6,2,,,,1,Commit 28731,after,False,True,nais,0
User 27,True,2024-03-14,Repo 638,1,1,2,1,,,,1,Commit 28732,after,False,True,nais,0
User 27,True,2024-03-18,Repo 638,138,10,148,6,1.0,1.0,1.0,1,Commit 28733,after,False,True,nais,128
User 27,True,2024-03-18,Repo 638,137,3,140,8,1.0,1.0,1.0,1,Commit 28734,after,False,True,nais,134
User 27,True,2024-03-18,Repo 638,187,0,187,5,1.0,1.0,0.0,1,Commit 28735,after,False,True,nais,187
User 27,True,2024-03-18,Repo 638,42,12,54,4,1.0,0.0,0.0,1,Commit 28736,after,False,True,nais,30
User 27,True,2024-03-21,Repo 638,805,20,825,28,1.0,1.0,1.0,1,Commit 28737,after,False,True,nais,785
User 27,True,2024-03-21,Repo 638,1172,443,1615,12,,,,1,Commit 28738,after,False,True,nais,729
User 27,True,2024-03-21,Repo 638,12,0,12,1,,,,1,Commit 28739,after,False,True,nais,12
User 27,True,2024-03-22,Repo 638,21,8,29,2,1.0,1.0,1.0,1,Commit 28740,after,False,True,nais,13
User 07,True,2023-05-08,Repo 639,959,0,959,7,1.0,1.0,1.0,1,Commit 28741,before,False,True,nais,959
User 07,True,2023-05-09,Repo 639,40,40,80,3,1.0,1.0,1.0,1,Commit 28742,before,False,True,nais,0
User 07,True,2023-05-09,Repo 639,278,3,281,4,0.2121212121212121,1.0,1.0,1,Commit 28743,before,False,True,nais,275
User 07,True,2023-05-09,Repo 639,31,1,32,4,0.5714285714285714,1.0,1.0,1,Commit 28744,before,False,True,nais,30
User 07,True,2023-05-09,Repo 639,310,16,326,5,0.0476190476190476,0.0476190476190476,1.0,1,Commit 28745,before,False,True,nais,294
User 07,True,2023-05-10,Repo 639,190,0,190,5,,,,1,Commit 28746,before,False,True,nais,190
User 07,True,2023-05-10,Repo 639,10,0,10,2,,,,1,Commit 28747,before,False,True,nais,10
User 07,True,2023-05-10,Repo 639,1,0,1,1,,,,1,Commit 28748,before,False,True,nais,1
User 07,True,2023-05-10,Repo 639,459,0,459,12,,,,1,Commit 28749,before,False,True,nais,459
User 07,True,2023-05-10,Repo 639,28,0,28,1,,,,1,Commit 28750,before,False,True,nais,28
User 07,True,2023-05-10,Repo 639,6,2,8,1,,,,1,Commit 28751,before,False,True,nais,4
User 07,True,2023-05-10,Repo 639,4,1,5,2,,,,1,Commit 28752,before,False,True,nais,3
User 07,True,2023-05-10,Repo 639,15,16,31,1,,,,1,Commit 28753,before,False,True,nais,-1
User 07,True,2023-05-12,Repo 639,8,1,9,1,,,,1,Commit 28754,before,False,True,nais,7
User 07,True,2023-05-12,Repo 639,841,28,869,6,0.0833333333333333,0.8888888888888888,1.0,1,Commit 28755,before,False,True,nais,813
User 07,True,2023-05-12,Repo 639,80,33,113,4,0.7777777777777778,0.7777777777777778,0.4444444444444444,1,Commit 28756,before,False,True,nais,47
User 07,True,2023-05-15,Repo 639,34,14,48,4,,,,1,Commit 28757,before,False,True,nais,20
User 07,True,2023-05-16,Repo 639,5,4,9,1,,,,1,Commit 28758,before,False,True,nais,1
User 07,True,2023-05-16,Repo 639,85,2,87,5,,,,1,Commit 28759,before,False,True,nais,83
User 07,True,2023-05-16,Repo 639,35,30,65,3,0.0,0.0,0.0,1,Commit 28760,before,False,True,nais,5
User 07,True,2023-05-16,Repo 639,2,2,4,2,,,,1,Commit 28761,before,False,True,nais,0
User 07,True,2023-05-16,Repo 639,10,111,121,6,,,,1,Commit 28762,before,False,True,nais,-101
User 07,True,2023-05-16,Repo 639,3,1,4,1,,,,1,Commit 28763,before,False,True,nais,2
User 07,True,2023-05-16,Repo 639,3,3,6,2,,,,1,Commit 28764,before,False,True,nais,0
User 07,True,2023-05-16,Repo 639,2,2,4,2,,,,1,Commit 28765,before,False,True,nais,0
User 07,True,2023-05-22,Repo 639,2,2,4,2,,,,1,Commit 28766,before,False,True,nais,0
User 07,True,2023-05-22,Repo 639,1,1,2,1,,,,1,Commit 28767,before,False,True,nais,0
User 07,True,2023-05-22,Repo 639,6,3,9,1,0.3333333333333333,1.0,0.6666666666666666,1,Commit 28768,before,False,True,nais,3
User 07,True,2023-05-22,Repo 639,27,3,30,4,0.0,1.0,1.0,1,Commit 28769,before,False,True,nais,24
User 07,True,2023-05-22,Repo 639,150,187,337,5,1.0,,,1,Commit 28770,before,False,True,nais,-37
User 07,True,2023-05-22,Repo 639,12,5,17,1,0.0,1.0,1.0,1,Commit 28771,before,False,True,nais,7
User 07,True,2023-05-22,Repo 639,5,2,7,2,,,,1,Commit 28772,before,False,True,nais,3
User 07,True,2023-05-23,Repo 639,0,1,1,1,,,,1,Commit 28773,before,False,True,nais,-1
User 07,True,2023-05-23,Repo 639,3,0,3,1,,,,1,Commit 28774,before,False,True,nais,3
User 07,True,2023-05-23,Repo 639,0,1,1,1,,,,1,Commit 28775,before,False,True,nais,-1
User 07,True,2023-05-23,Repo 639,15,0,15,1,,,,1,Commit 28776,before,False,True,nais,15
User 07,True,2023-05-23,Repo 639,5,5,10,1,,,,1,Commit 28777,before,False,True,nais,0
User 07,True,2023-05-23,Repo 639,29,29,58,1,1.0,0.0,0.0,1,Commit 28778,before,False,True,nais,0
User 07,True,2023-05-23,Repo 639,9,3,12,1,0.0,1.0,1.0,1,Commit 28779,before,False,True,nais,6
User 07,True,2023-05-23,Repo 639,15,1,16,1,0.0,1.0,0.0,1,Commit 28780,before,False,True,nais,14
User 07,True,2023-05-23,Repo 639,2,16,18,1,1.0,0.0,1.0,1,Commit 28781,before,False,True,nais,-14
User 07,True,2023-05-23,Repo 639,3,3,6,1,,,,1,Commit 28782,before,False,True,nais,0
User 07,True,2023-05-23,Repo 639,11,4,15,1,1.0,1.0,0.0,1,Commit 28783,before,False,True,nais,7
User 07,True,2023-05-23,Repo 639,13,1,14,2,1.0,1.0,0.9,1,Commit 28784,before,False,True,nais,12
User 07,True,2023-05-23,Repo 639,59,10,69,2,0.1555555555555555,1.0,0.2,1,Commit 28785,before,False,True,nais,49
User 07,True,2023-05-23,Repo 639,14,1,15,2,1.0,1.0,0.0,1,Commit 28786,before,False,True,nais,13
User 07,True,2023-05-24,Repo 639,6,8,14,1,1.0,0.0,1.0,1,Commit 28787,before,False,True,nais,-2
User 07,True,2023-05-25,Repo 639,100,91,191,3,,,,1,Commit 28788,before,False,True,nais,9
User 07,True,2023-05-25,Repo 639,15,1,16,5,0.8571428571428571,1.0,0.1428571428571428,1,Commit 28789,before,False,True,nais,14
User 07,True,2023-05-25,Repo 639,1,1,2,1,,,,1,Commit 28790,before,False,True,nais,0
User 07,True,2023-05-25,Repo 639,1,0,1,1,1.0,1.0,0.0,1,Commit 28791,before,False,True,nais,1
User 07,True,2023-05-26,Repo 639,1,14,15,6,0.0,0.0,1.0,1,Commit 28792,before,False,True,nais,-13
User 07,True,2023-05-26,Repo 639,0,1,1,1,,,,1,Commit 28793,before,False,True,nais,-1
User 07,True,2023-05-26,Repo 639,0,3,3,1,1.0,0.0,0.0,1,Commit 28794,before,False,True,nais,-3
User 07,True,2023-05-31,Repo 639,358,23,381,4,0.4057971014492754,1.0,0.9420289855072465,1,Commit 28795,before,False,True,nais,335
User 07,True,2023-05-31,Repo 639,12,3,15,3,,,,1,Commit 28796,before,False,True,nais,9
User 07,True,2023-05-31,Repo 639,74,72,146,1,,,,1,Commit 28797,before,False,True,nais,2
User 07,True,2023-05-31,Repo 639,2,0,2,1,,,,1,Commit 28798,before,False,True,nais,2
User 07,True,2023-05-31,Repo 639,3,1,4,1,,,,1,Commit 28799,before,False,True,nais,2
User 07,True,2023-05-31,Repo 639,1,0,1,1,,,,1,Commit 28800,before,False,True,nais,1
User 07,True,2023-06-01,Repo 639,606,9,615,5,0.5483870967741935,1.0,1.0,1,Commit 28801,before,False,True,nais,597
User 07,True,2023-06-06,Repo 639,3,1,4,2,,,,1,Commit 28802,before,False,True,nais,2
User 07,True,2023-06-06,Repo 639,103,4,107,3,0.0,1.0,1.0,1,Commit 28803,before,False,True,nais,99
User 07,True,2023-06-07,Repo 639,19,43,62,1,,,,1,Commit 28804,before,False,True,nais,-24
User 07,True,2023-06-07,Repo 639,1,1,2,1,,,,1,Commit 28805,before,False,True,nais,0
User 07,True,2023-06-07,Repo 639,74,8,82,3,1.0,1.0,1.0,1,Commit 28806,before,False,True,nais,66
User 07,True,2023-06-07,Repo 639,10,5,15,1,,,,1,Commit 28807,before,False,True,nais,5
User 07,True,2023-06-07,Repo 639,1,0,1,1,1.0,1.0,1.0,1,Commit 28808,before,False,True,nais,1
User 07,True,2023-06-08,Repo 639,212,6,218,3,1.0,1.0,1.0,1,Commit 28809,before,False,True,nais,206
User 07,True,2023-06-08,Repo 639,8,1,9,3,,,,1,Commit 28810,before,False,True,nais,7
User 07,True,2023-06-08,Repo 639,30,5,35,3,0.0,1.0,1.0,1,Commit 28811,before,False,True,nais,25
User 07,True,2023-06-08,Repo 639,1,1,2,1,,,,1,Commit 28812,before,False,True,nais,0
User 07,True,2023-06-08,Repo 639,7,3,10,1,1.0,1.0,1.0,1,Commit 28813,before,False,True,nais,4
User 07,True,2023-06-08,Repo 639,128,127,255,5,,,,1,Commit 28814,before,False,True,nais,1
User 07,True,2023-06-08,Repo 639,75,17,92,3,0.0,0.0,0.0,1,Commit 28815,before,False,True,nais,58
User 07,True,2023-06-09,Repo 639,434,391,825,7,0.0,0.0,0.0,1,Commit 28816,before,False,True,nais,43
User 07,True,2023-06-09,Repo 639,11,2,13,1,,,,1,Commit 28817,before,False,True,nais,9
User 07,True,2023-06-09,Repo 639,75,24,99,4,0.2424242424242424,1.0,1.0,1,Commit 28818,before,False,True,nais,51
User 07,True,2023-06-09,Repo 639,3,3,6,3,,,,1,Commit 28819,before,False,True,nais,0
User 07,True,2023-06-09,Repo 639,20,1,21,2,,,,1,Commit 28820,before,False,True,nais,19
User 07,True,2023-06-09,Repo 639,2,2,4,1,,,,1,Commit 28821,before,False,True,nais,0
User 04,True,2023-07-10,Repo 639,1,1,2,1,,,,1,Commit 28822,before,False,True,nais,0
User 04,True,2023-07-10,Repo 639,1,1,2,1,,,,1,Commit 28823,before,False,True,nais,0
User 04,True,2023-07-11,Repo 639,8,3,11,2,,,,1,Commit 28824,before,False,True,nais,5
User 04,True,2023-07-31,Repo 639,4,1,5,2,,,,1,Commit 28825,before,False,True,nais,3
User 07,True,2023-08-01,Repo 639,5,0,5,1,,,,1,Commit 28826,before,False,True,nais,5
User 07,True,2023-08-07,Repo 639,4,0,4,1,,,,1,Commit 28827,before,False,True,nais,4
User 07,True,2023-08-09,Repo 639,7,6,13,1,,,,1,Commit 28828,before,False,True,nais,1
User 07,True,2023-08-18,Repo 639,105,25,130,4,,,,1,Commit 28829,before,False,True,nais,80
User 07,True,2023-08-18,Repo 639,0,55,55,1,,,,1,Commit 28830,before,False,True,nais,-55
User 07,True,2023-08-21,Repo 639,13,8,21,1,,,,1,Commit 28831,before,False,True,nais,5
User 07,True,2023-09-08,Repo 639,1,0,1,1,,,,1,Commit 28832,after,False,True,nais,1
